"elevation_m","drainage_density_km_per_km2","storm_drain_proximity_m","historical_rainfall_intensity_mm_hr","return_period_years","land_use","soil_group","storm_drain_type"
4.77,6.08,112.2,37.6,25,"Residential","B","GratedInlet"
36.66,2.07,129.5,28.5,10,"Residential","D","CurbInlet"
41.55,8.76,32.7,7,5,"Roads","A","GratedInlet"
96.86,5.31,26.7,28.8,25,"Residential","A","CurbInlet"
21.32,4.41,51.2,35.5,10,"Residential","B","Manhole"
111.79,7.71,53.7,21.5,10,"Roads","B","Manhole"
2.14,6.37,227,25.8,5,"Commercial","A","OpenChannel"
55.37,8.6,511.3,43.7,5,"Commercial","B","None"
32.44,1.78,74.9,67.3,10,"Green","A","OpenChannel"
59.71,5.04,58,38.9,5,"Commercial","B","Manhole"
8.26,6.25,98.5,42,5,"Green","D","Manhole"
74.66,7.14,41,46.5,10,"Commercial","","OpenChannel"
104.12,4.37,173.4,81.2,50,"Residential","A","Manhole"
13.39,4.34,48.8,37.3,2,"Roads","D","GratedInlet"
115.02,7.56,55.7,61.7,10,"Roads","A","Manhole"
21.13,6.78,78.4,42.7,5,"Green","C","GratedInlet"
7.68,2.28,149.3,17.5,2,"Green","D","OpenChannel"
49.71,6.44,12.9,82,25,"Roads","C","OpenChannel"
10.34,4.27,202,48.1,10,"Residential","B","OpenChannel"
7.22,7.95,64.3,61.8,5,"Commercial","B","OpenChannel"
61.93,5.75,57.9,33.6,2,"Roads","B","CurbInlet"
119.8,5.05,371.9,36,2,"Water","B","Manhole"
-2.2,3.73,110.3,62.6,2,"Green","D","Manhole"
75.91,5.86,66.7,33.9,2,"Residential","D","CurbInlet"
69.99,6.99,160.8,25.4,2,"Residential","","OpenChannel"
58.78,8.11,133.6,32.9,5,"Industrial","D","OpenChannel"
11.06,10,56.9,144.7,25,"Commercial","C","Manhole"
3.15,6.33,97,31.9,10,"Commercial","A","Manhole"
77.21,2.79,156.2,56,25,"Residential","B","CurbInlet"
79.62,9.19,240,16.2,10,"Industrial","C","None"
6.64,7.96,406.7,35.4,2,"Roads","B","None"
27.84,8.56,282.5,44.9,2,"Residential","A","OpenChannel"
48.99,5.44,181.7,43.4,50,"Roads","B","CurbInlet"
3.97,8.4,134.8,63.2,10,"Industrial","D","CurbInlet"
27.41,5.57,92.1,19.8,2,"Mixed","B","Manhole"
-3,5.98,317.8,67.3,25,"Green","B","None"
0.91,4.14,212.8,19.2,5,"Roads","C","OpenChannel"
18.49,7.4,21.9,34.7,50,"Residential","B","CurbInlet"
95.78,10.3,84.3,58.2,2,"Roads","C","CurbInlet"
19.32,3.69,84,59.5,2,"Residential","D","GratedInlet"
76.74,1.93,181.7,36.9,2,"Green","C","CurbInlet"
79.46,6.72,151.7,44,50,"Residential","A","GratedInlet"
-3,8.85,119.6,24.5,25,"Industrial","B","GratedInlet"
52.63,6.32,21.2,28.7,2,"Commercial","B","GratedInlet"
57.11,6.74,4.4,85.7,10,"Residential","B","GratedInlet"
4.53,5.29,77.2,29.1,5,"Commercial","B","GratedInlet"
14.91,7.79,322.1,21.3,2,"Commercial","D","None"
20.16,6.92,174.4,45.3,100,"Water","A","CurbInlet"
11.25,7.23,2.9,16.9,10,"Residential","A","CurbInlet"
8.56,8.19,206.2,25.9,10,"Commercial","C","OpenChannel"
-1.13,5.62,62.5,55.2,5,"Commercial","A","Manhole"
12.03,5.15,29,77.9,10,"Roads","B","Manhole"
8.83,6,176.6,22.4,25,"Green","C","Manhole"
81.24,7.93,50.7,44.7,2,"Commercial","D","GratedInlet"
-3,8.67,148.9,64.4,10,"Commercial","A","CurbInlet"
50.78,6.32,82.2,28.4,5,"Roads","C","CurbInlet"
93.3,9.06,9.3,18.3,2,"Roads","D","CurbInlet"
24.4,9.62,160.7,40.5,5,"Commercial","C","Manhole"
11.01,6.59,302.2,32.2,10,"Green","","CurbInlet"
12.72,8.43,125.6,24.9,2,"Commercial","A","CurbInlet"
35.42,7.53,265.5,28.9,50,"Residential","D","OpenChannel"
21.91,8.14,34.7,150,100,"Roads","","Manhole"
76.27,11.15,381.2,39.1,2,"Commercial","B","OpenChannel"
38.8,9.36,117.5,44.4,50,"Roads","","Manhole"
6.65,4.07,231.1,36.3,10,"Residential","","None"
-3,4.33,301.6,48,50,"Green","A","GratedInlet"
108.82,7.67,110,51.4,5,"Residential","A","CurbInlet"
26.43,3.09,25.3,25,50,"Residential","B","Manhole"
-3,6.66,35.4,15,5,"Roads","C","GratedInlet"
10.5,10.04,62,57.3,2,"Industrial","B","Manhole"
7.35,4.24,81.2,35.1,5,"Industrial","B","Manhole"
-3,7.22,183.6,27.8,25,"Green","B","GratedInlet"
25.94,7.23,135.9,37.6,10,"Residential","C","Manhole"
18.38,3.89,35.9,35.2,5,"Commercial","D","CurbInlet"
19.02,4.89,52.2,19.3,10,"Residential","C","Manhole"
19.92,9.1,383.5,21.8,5,"Commercial","A","OpenChannel"
-3,5.03,107.4,49,2,"Residential","A","CurbInlet"
33.91,5.54,82.5,49.9,100,"Residential","D","CurbInlet"
7.31,5.81,97,55.9,25,"Residential","D","CurbInlet"
47.04,6.42,46.2,38,2,"Roads","B","GratedInlet"
30.24,4.82,101.5,48.2,10,"Residential","D","GratedInlet"
101.45,4.06,56.2,11.8,10,"Green","B","GratedInlet"
118.92,7.59,118.1,42.9,100,"Commercial","","OpenChannel"
21.52,6.51,74.1,77.3,100,"Residential","A","CurbInlet"
17.01,4.23,53.8,25,25,"Residential","B","CurbInlet"
38.63,6.19,41.6,19,50,"Residential","B","GratedInlet"
31.31,6.61,95,28.1,25,"Residential","B","GratedInlet"
9.44,4.07,116.1,68.9,5,"Roads","D","CurbInlet"
106.68,6.3,104.5,46,5,"Mixed","","GratedInlet"
104.22,9.67,70.6,41.8,50,"Industrial","D","CurbInlet"
66.16,7.54,142.5,22.4,25,"Commercial","B","None"
9.63,2.52,210.3,30.6,2,"Residential","B","OpenChannel"
-3,8.22,0.7,57.1,2,"Residential","B","Manhole"
56.3,3.2,127.1,16.1,2,"Residential","A","GratedInlet"
4.74,2.2,56.1,12,5,"Residential","B","Manhole"
16.81,3.04,58.5,44.3,2,"Residential","C","None"
25.71,4.97,10.2,15.7,2,"Residential","C","OpenChannel"
14.75,7.34,90,53.2,25,"Commercial","C","GratedInlet"
6.57,8.34,264.2,44.2,10,"Industrial","","None"
9.84,4.2,164.6,22.3,2,"Roads","A","OpenChannel"
14.63,4.42,92.9,66.6,2,"Residential","B","Manhole"
65.33,5.48,65.8,55,5,"Roads","B","CurbInlet"
72.43,9.5,53.2,49.4,5,"Roads","C","CurbInlet"
93.45,10.4,282.8,12.8,2,"Roads","C","None"
29.72,7.76,223.1,32.3,2,"Institutional","D","OpenChannel"
-3,5.16,156,44.8,2,"Industrial","B","CurbInlet"
3.69,7.31,173.2,135.1,10,"Residential","B","OpenChannel"
70.62,2.59,304.2,44.7,5,"Green","C","GratedInlet"
-2.96,6.57,58.1,97.1,25,"Residential","C","GratedInlet"
19.24,7.83,319.3,32.1,5,"Institutional","D","OpenChannel"
19.77,3.25,132.6,55.6,25,"Institutional","C","GratedInlet"
83.28,8.27,49.4,21.2,5,"Roads","D","CurbInlet"
85.18,4.88,144.8,28.5,25,"Institutional","A","GratedInlet"
15.35,8.66,154.3,63.8,10,"Roads","B","OpenChannel"
96.23,9.21,12.6,17.1,10,"Industrial","C","CurbInlet"
7.61,5.13,171.1,17,25,"Residential","B","OpenChannel"
8.34,5.66,436,24.4,2,"Green","A","GratedInlet"
20.61,2.52,116.6,71.8,25,"Residential","","Manhole"
8.59,7.43,11.1,55.1,2,"Mixed","A","Manhole"
-3,7.53,314.6,21.3,25,"Green","C","GratedInlet"
129.52,6.18,151.9,15.6,25,"Green","A","CurbInlet"
-3,6.68,208.8,50.4,100,"Residential","D","None"
94.44,7.91,52.9,42.1,5,"Green","C","GratedInlet"
56.4,3.79,93.9,23.6,5,"Commercial","A","GratedInlet"
40.89,6.41,87.8,31.2,2,"Water","C","GratedInlet"
21.58,8.28,68.3,56.5,10,"Residential","C","CurbInlet"
42.4,4.29,10.6,21.2,10,"Roads","A","GratedInlet"
1.46,4.15,78.9,34.9,5,"Roads","C","CurbInlet"
38.3,3.07,159.2,41.3,2,"Industrial","B","GratedInlet"
71.39,8.17,28,69.2,5,"Residential","C","Manhole"
57.54,5.26,316.8,26.6,2,"Green","B","CurbInlet"
19.61,6.77,106.5,24,10,"Residential","C","CurbInlet"
161.75,4.97,66.1,17.6,50,"Roads","A","OpenChannel"
147.49,7.81,56.7,33.2,5,"Residential","A","GratedInlet"
82.8,4.3,96.9,55.7,25,"Green","B","CurbInlet"
26.41,7.03,113.3,28.5,2,"Residential","D","None"
35.43,6.13,89.6,86.3,2,"Commercial","B","CurbInlet"
59.01,6.57,234.1,28,10,"Green","C","Manhole"
20.5,6.88,33.6,23,50,"Commercial","","Manhole"
64.85,6.61,98.4,21.2,10,"Residential","A","CurbInlet"
-3,4.21,30.2,63.1,100,"Residential","A","CurbInlet"
62.54,9.65,76.6,6.6,2,"Commercial","A","CurbInlet"
76.55,9.91,1.5,27.3,10,"Commercial","C","GratedInlet"
15.6,4.79,449,66.8,5,"Roads","C","None"
76.99,9.3,16,21.8,5,"Roads","A","Manhole"
9.25,5.68,95.2,58.2,100,"Mixed","B","OpenChannel"
8.18,8.12,86.4,110,25,"Roads","D","CurbInlet"
18.82,10.11,0.2,16.1,25,"Industrial","B","CurbInlet"
23.23,7.7,152.9,45.1,2,"Industrial","C","Manhole"
104.75,5.6,22.6,30.4,5,"Industrial","B","GratedInlet"
25.17,8.95,26.7,73.7,10,"Commercial","","CurbInlet"
36.65,2.13,272.2,106.2,50,"Water","A","GratedInlet"
74.74,3.71,450.8,26.6,25,"Residential","B","None"
44.89,3.63,284.2,31.8,25,"Green","C","CurbInlet"
2.04,6.36,29.5,28.5,25,"Roads","D","GratedInlet"
8.77,5.43,16.1,24.9,2,"Residential","D","GratedInlet"
20.18,4.31,183.8,64.5,2,"Residential","A","OpenChannel"
113.02,2.52,138.9,34.9,2,"Residential","D","CurbInlet"
29.02,4.14,52.7,46,10,"Residential","A","Manhole"
5.06,11.25,44.6,58.2,5,"Roads","A","CurbInlet"
19.02,5.37,371.4,19.1,5,"Mixed","A","OpenChannel"
92.24,3.66,204.6,26.2,10,"Green","C","Manhole"
33.05,6.5,171.1,57.2,25,"Mixed","","OpenChannel"
78.57,4.96,272.6,45.7,25,"Green","B","CurbInlet"
-0.75,6.22,1.5,84.9,2,"Roads","A","GratedInlet"
76.43,6.17,7.8,23.1,25,"Commercial","C","GratedInlet"
31.44,8.62,59.9,39.6,10,"Commercial","C","GratedInlet"
39.53,4.05,12.9,53.9,2,"Residential","D","GratedInlet"
8.55,7.99,76.3,69.6,2,"Industrial","A","GratedInlet"
41.18,9.58,211.3,31.4,5,"Commercial","B","None"
115.93,8.04,47.8,26.3,2,"Residential","C","Manhole"
97.35,3.6,50.8,38.4,25,"Institutional","A","GratedInlet"
-3,3.42,33.2,74.6,100,"Residential","D","Manhole"
10.44,4.77,121.9,21.8,50,"Green","B","Manhole"
52.5,6.21,39.1,39.3,100,"Institutional","D","CurbInlet"
8.47,2.65,274.4,30.6,10,"Green","A","OpenChannel"
23.55,4.14,147.9,22.8,2,"Residential","C","CurbInlet"
49.8,8.46,142,113.9,25,"Industrial","B","OpenChannel"
39.4,11.99,280.1,59.5,25,"Industrial","A","None"
42.16,4.86,80.2,29.4,2,"Residential","C","Manhole"
58.26,7.06,22.1,38.2,5,"Commercial","B","Manhole"
86.37,8.06,31.8,23.3,5,"Roads","B","OpenChannel"
50.97,7.04,36,39.5,5,"Industrial","A","Manhole"
23.52,5.44,96.4,67.6,2,"Water","D","CurbInlet"
4.62,9.37,122.8,62.3,2,"Roads","D","None"
9.13,11.04,94.6,83.2,25,"Roads","C","Manhole"
172.86,9.07,25.4,15.1,2,"Commercial","C","Manhole"
77.72,6.49,37.1,41.4,2,"Roads","B","GratedInlet"
1.24,4.3,356,48.8,25,"Residential","B","OpenChannel"
32.67,7.87,140,19.9,10,"Residential","A","CurbInlet"
29.99,5.83,363,21.7,5,"Residential","B","None"
1.89,5.69,58,30.1,2,"Roads","B","None"
18.27,3.71,235,52.3,5,"Green","B","CurbInlet"
117.43,6.43,184.7,48.2,50,"Water","","GratedInlet"
10.81,5.43,139,26.5,10,"Roads","B","CurbInlet"
15.6,7.83,261.1,68,10,"Residential","C","OpenChannel"
85.67,5.14,67.8,25.1,5,"Residential","D","CurbInlet"
43.51,5.51,39.1,27.6,2,"Residential","C","CurbInlet"
-3,2.72,245.7,123.9,100,"Institutional","","CurbInlet"
19.53,3.74,185.6,45.3,25,"Green","","GratedInlet"
0.42,6.07,100.7,16.3,5,"Residential","B","Manhole"
78.3,6.01,54.3,14.3,5,"Roads","B","Manhole"
105.56,8.42,178.4,22,5,"Institutional","","Manhole"
18.23,10.4,57.3,63.5,50,"Industrial","B","GratedInlet"
63.85,4.27,135.3,18.3,10,"Residential","D","OpenChannel"
-3,4.89,114.9,30.7,2,"Residential","D","CurbInlet"
6.36,7.09,75.6,21.6,2,"Industrial","C","Manhole"
67.5,10.53,274.8,24.4,50,"Industrial","A","OpenChannel"
75.33,6.1,15.8,22.5,25,"Commercial","D","CurbInlet"
63.36,8.64,181.4,43.9,25,"Roads","A","Manhole"
28.7,5.06,137.4,18.1,5,"Green","B","GratedInlet"
24.72,7.05,87,56.2,5,"Commercial","A","OpenChannel"
80.15,6.43,101.2,65.6,5,"Commercial","B","Manhole"
221.6,2.39,33.3,28,2,"Residential","B","CurbInlet"
-3,4.35,149.8,98.8,25,"Green","B","Manhole"
64.11,9.62,195.6,28.8,25,"Commercial","D","OpenChannel"
135.42,4.54,222.7,28.7,5,"Mixed","","OpenChannel"
229.62,4.26,79.5,26.6,5,"Industrial","C","CurbInlet"
52.17,8.01,149.5,51.4,5,"Roads","B","Manhole"
15.98,9.93,83.9,53.4,25,"Roads","A","GratedInlet"
97.75,4.63,203,33.7,10,"Roads","C","None"
61.78,6.08,44.1,26.6,25,"Roads","A","GratedInlet"
50.97,8.59,100.8,36.4,10,"Residential","","Manhole"
1.27,5.58,146.7,66.1,2,"Roads","C","OpenChannel"
1.13,10.03,161,23.2,5,"Industrial","B","OpenChannel"
36.68,2.4,33.6,61.6,2,"Residential","B","None"
32.25,7.28,391.1,21.8,10,"Residential","C","OpenChannel"
-3,6.41,109.9,48.7,2,"Mixed","A","GratedInlet"
16.28,4.57,64.5,121.6,50,"Residential","B","Manhole"
34.01,8.16,67.1,36.3,25,"Residential","B","GratedInlet"
18.97,7.09,121.4,26.5,2,"Commercial","C","GratedInlet"
-3,4.42,24.4,93.9,5,"Residential","B","CurbInlet"
7.97,5.14,235.2,48.2,5,"Residential","","OpenChannel"
-3,6.71,102.9,24.8,5,"Green","D","GratedInlet"
-3,7.36,210.2,29.9,5,"Institutional","A","Manhole"
24.57,4.43,396.1,32.3,5,"Water","","Manhole"
0.09,8.42,82,30.4,5,"Roads","","OpenChannel"
33.55,4.05,547.3,14.1,2,"Green","A","None"
38.72,6.8,183.2,47.5,10,"Green","","OpenChannel"
65,5.68,4.2,19.6,25,"Industrial","D","GratedInlet"
6.55,11.67,39.8,72.9,50,"Mixed","","Manhole"
5.04,7.32,75.5,15.8,25,"Residential","D","Manhole"
72.89,4.05,413.6,91.8,50,"Commercial","C","None"
23.44,5.62,190.9,19,5,"Institutional","C","CurbInlet"
76.04,8.45,158.7,16.3,2,"Industrial","B","OpenChannel"
68.92,8.17,85.4,48.9,2,"Commercial","B","GratedInlet"
197,6.94,76.5,49.6,50,"Roads","C","Manhole"
-3,6.98,78.3,107.7,50,"Industrial","B","CurbInlet"
22.46,7.49,2.2,23.4,10,"Roads","B","Manhole"
23.66,8.26,515.6,142.1,25,"Industrial","D","None"
11.11,3.97,521.2,49.8,10,"Residential","C","OpenChannel"
18.59,8.26,112.1,46.9,10,"Roads","A","CurbInlet"
37.38,7.55,52.6,18.7,10,"Roads","C","GratedInlet"
25.11,7.05,34.8,20.4,5,"Industrial","B","CurbInlet"
129.68,9.69,27.6,13.9,2,"Industrial","A","GratedInlet"
9,5.17,89.4,77.1,50,"Industrial","B","GratedInlet"
-3,6.57,35.7,60.4,2,"Residential","","Manhole"
90.4,7.39,86.1,56.3,25,"Roads","D","Manhole"
47.56,7.32,56.8,20.2,10,"Commercial","D","GratedInlet"
47.09,3.8,91,32,2,"Residential","C","GratedInlet"
55.52,5.26,1.8,35,5,"Roads","B","Manhole"
13.78,8.86,30.2,48.6,50,"Roads","B","GratedInlet"
18.84,10.62,103.5,150,10,"Roads","B","GratedInlet"
38.14,5.06,126.2,61.2,5,"Industrial","C","CurbInlet"
56.76,3.68,61.7,42.4,25,"Roads","C","OpenChannel"
4.27,6.61,97.3,32.6,5,"Residential","C","None"
66,4.4,414.1,29.5,10,"Roads","C","None"
-3,10.06,5.9,28.3,50,"Commercial","D","CurbInlet"
25.82,7.24,18.3,41.2,5,"Residential","","Manhole"
81.45,4.08,49.3,24.9,5,"Roads","B","OpenChannel"
25.95,5.96,72.7,41.2,25,"Roads","","CurbInlet"
18.66,2.48,240.7,51.2,25,"Residential","A","OpenChannel"
-0.72,7.66,51.1,33.7,2,"Green","C","CurbInlet"
54.78,6.96,367.7,28.4,5,"Residential","D","None"
13.73,5.17,88.8,23.8,5,"Mixed","D","CurbInlet"
17.3,5.04,43.6,22.7,5,"Residential","","GratedInlet"
-3,6.91,77.3,26.9,25,"Residential","A","Manhole"
54.74,9.55,100.4,41.8,2,"Roads","A","GratedInlet"
32.43,6.47,94,26.9,5,"Residential","C","GratedInlet"
12.62,7.45,127.7,90.4,25,"Commercial","B","Manhole"
71.84,8,8.5,25,5,"Commercial","A","GratedInlet"
11.93,2.36,212.2,45.9,5,"Green","","CurbInlet"
68.79,10.34,18,88.7,25,"Industrial","","GratedInlet"
60.72,6.29,31.6,38.4,2,"Residential","C","GratedInlet"
84.96,7.09,74.7,53.6,2,"Roads","A","Manhole"
38.84,6.37,53.8,16.9,5,"Residential","C","GratedInlet"
17.24,8.62,28.5,23.2,2,"Commercial","B","CurbInlet"
48.82,6.6,95.8,21.8,5,"Industrial","","GratedInlet"
54.79,4.26,32.1,25.2,2,"Residential","B","CurbInlet"
53.06,4.75,51.6,71.3,100,"Residential","B","Manhole"
55.96,3.78,54.8,56.1,25,"Residential","B","Manhole"
86.36,8.2,50.5,29.3,5,"Roads","","Manhole"
3.84,3.6,5.8,21.3,25,"Green","A","OpenChannel"
12.8,7.53,177.3,37.2,50,"Roads","D","OpenChannel"
85.88,6.07,10.2,21.4,50,"Green","D","Manhole"
-3,7.25,94.9,34.6,5,"Roads","C","GratedInlet"
7.38,9.85,104.4,68.2,25,"Roads","D","Manhole"
1.6,1.37,408.5,43.5,5,"Green","D","GratedInlet"
3.21,3.32,304.4,23.8,2,"Mixed","B","None"
47.8,2.11,141.7,32.2,50,"Residential","D","CurbInlet"
12.2,10.64,215.9,97.1,2,"Mixed","A","OpenChannel"
36.32,4.71,146.5,33.6,100,"Residential","D","None"
41.48,9.46,150,69.1,2,"Commercial","B","Manhole"
-3,8.02,73.3,48.6,2,"Residential","A","GratedInlet"
27.17,3.49,149.9,21.6,2,"Residential","C","Manhole"
15.85,2.68,312.9,32.9,2,"Institutional","B","OpenChannel"
49.99,6.59,229.9,38.5,5,"Green","A","GratedInlet"
23.83,9.26,101.8,31.8,5,"Commercial","C","Manhole"
-3,5.73,61.7,22.7,2,"Mixed","","GratedInlet"
19.43,7.04,36.5,40.8,5,"Roads","B","None"
-2.27,2.8,10.2,30,5,"Green","D","OpenChannel"
-0.48,7.29,53.3,79,10,"Industrial","C","Manhole"
2.66,2.66,16.8,55.9,2,"Residential","D","GratedInlet"
-3,6.97,34.2,58.3,10,"Roads","","CurbInlet"
11.05,7,63.9,57.3,50,"Roads","A","Manhole"
11.38,8.94,115.6,24.5,5,"Industrial","D","GratedInlet"
10.74,6.03,125.2,48.9,5,"Informal","D","OpenChannel"
25.58,6.98,18.4,69.8,5,"Commercial","C","CurbInlet"
47.66,5.14,11.7,24,25,"Mixed","C","GratedInlet"
43.66,8.34,236.6,37.4,10,"Residential","C","None"
77,6.36,150.8,19.4,2,"Residential","C","CurbInlet"
17.35,4.81,50.7,16.2,2,"Residential","A","GratedInlet"
0.78,8.41,397,81.3,50,"Roads","C","None"
5.01,2.84,144.3,34.2,5,"Water","B","CurbInlet"
21.96,5.64,114.8,105.5,25,"Roads","B","CurbInlet"
39.42,3.9,337.1,61.7,5,"Residential","D","OpenChannel"
37.67,1.56,192.6,31,2,"Green","C","Manhole"
5.01,2.8,103.9,19,50,"Residential","B","CurbInlet"
5.78,2.36,189.2,69.6,25,"Green","","GratedInlet"
59.11,11.01,86.3,30.9,50,"Roads","A","GratedInlet"
91.95,2.76,245.1,40.3,10,"Green","C","GratedInlet"
15.95,3.62,205.7,29.2,5,"Green","D","CurbInlet"
8.14,6.45,88.2,49.3,10,"Residential","C","CurbInlet"
166.51,7.84,30.4,22.9,5,"Commercial","D","CurbInlet"
21.09,7.53,80.4,74.9,25,"Residential","","GratedInlet"
4.49,6.63,14.5,29.4,2,"Residential","C","OpenChannel"
-3,6.88,94.3,22.1,2,"Residential","B","CurbInlet"
73.79,4.73,14.6,34,100,"Residential","","CurbInlet"
-3,3.98,43.1,34,5,"Residential","A","Manhole"
62.59,7,282,38.2,100,"Green","","GratedInlet"
78.02,7.17,469.9,16.1,10,"Residential","D","OpenChannel"
149.35,6.85,71.5,28.7,25,"Residential","B","Manhole"
68.73,2.28,72.5,60.9,50,"Residential","C","CurbInlet"
60.36,8.65,46.3,24.7,25,"Residential","C","GratedInlet"
67.54,3.99,383.2,30.5,5,"Residential","","OpenChannel"
67.38,2.98,18.8,16.2,2,"Residential","B","Manhole"
-3,5.23,88,91.4,10,"Roads","B","OpenChannel"
54.14,3.79,50.3,32.2,5,"Residential","A","CurbInlet"
55.49,7.24,7.6,19.5,25,"Commercial","B","GratedInlet"
30.08,6.25,68.1,29.5,5,"Commercial","A","Manhole"
4.44,10.36,146.6,69.6,10,"Roads","A","Manhole"
54.31,8.66,86.8,39.3,2,"Roads","B","GratedInlet"
32.55,4.33,238.8,52.8,5,"Roads","","OpenChannel"
81.67,9.33,114.4,46.2,10,"Industrial","C","GratedInlet"
51,2.23,286.8,89.6,25,"Green","B","Manhole"
0.83,5.63,11.4,52.3,2,"Mixed","B","GratedInlet"
21.53,4.81,38.8,121.6,10,"Residential","C","CurbInlet"
19,5.81,556.3,71,25,"Residential","B","OpenChannel"
29.08,9.61,7.4,105.1,50,"Industrial","B","CurbInlet"
55.05,5.24,82.2,18.8,2,"Industrial","B","CurbInlet"
-0.04,6,60.6,26.9,2,"Commercial","B","CurbInlet"
67.12,3.38,93.6,33.3,2,"Residential","A","Manhole"
-3,7.19,456,33.7,2,"Commercial","A","None"
30.67,6.23,751.7,16,50,"Commercial","B","None"
59.16,5.29,194,40.5,5,"Mixed","C","OpenChannel"
6.07,3.11,48.8,129.5,100,"Residential","","GratedInlet"
65.66,3.48,246.1,48.6,10,"Water","A","GratedInlet"
-3,3.29,44.2,56.2,25,"Residential","C","Manhole"
28.06,3.59,100.6,61.3,10,"Green","D","Manhole"
41.35,4.38,97.6,60.5,100,"Residential","D","GratedInlet"
81.28,9.1,102.7,25.9,5,"Commercial","D","GratedInlet"
-3,8.24,52.5,25.8,5,"Industrial","C","CurbInlet"
-3,6.26,109,16.2,2,"Residential","C","CurbInlet"
16.48,3.88,72,123.3,100,"Residential","C","CurbInlet"
4.04,3.23,195.3,27.5,2,"Green","C","Manhole"
20.09,5.68,33.4,18.4,50,"Residential","C","Manhole"
105.39,4.28,127.1,64.2,5,"Water","D","CurbInlet"
35.51,4.48,68.4,19.2,2,"Industrial","A","GratedInlet"
16.95,5.89,349.4,77.2,10,"Institutional","","OpenChannel"
3.64,5.46,171.6,39.3,5,"Commercial","B","OpenChannel"
27.02,9.21,114.3,87.9,50,"Industrial","A","CurbInlet"
1.95,4.79,93.5,76.2,10,"Commercial","C","OpenChannel"
51.2,8.09,273.4,31,5,"Green","A","OpenChannel"
8.61,10.95,25.9,100.7,100,"Roads","B","GratedInlet"
46.77,7.73,157.2,19.1,25,"Commercial","A","CurbInlet"
95.27,4.65,257.8,14.1,5,"Green","B","None"
11.14,5.99,69.2,67.1,5,"Residential","D","CurbInlet"
7.98,7.67,120.5,53.4,50,"Residential","D","OpenChannel"
18.26,7.29,28.1,77.6,50,"Roads","D","CurbInlet"
17.8,4.96,212.8,56.2,5,"Green","C","CurbInlet"
50.63,6.3,76.3,24.1,5,"Roads","B","Manhole"
51.3,8.45,88.8,22,2,"Industrial","D","Manhole"
56.46,7.89,100.9,9.7,5,"Residential","D","Manhole"
-2.22,7.68,98.5,94.4,2,"Residential","","Manhole"
-3,5.05,8.8,27.8,50,"Roads","C","GratedInlet"
23.08,8.51,84.8,53.9,5,"Roads","D","CurbInlet"
5.97,7.69,23.3,16.5,50,"Industrial","C","GratedInlet"
28.8,2.92,18.1,16.6,2,"Residential","B","CurbInlet"
29.12,10.81,410.7,13.1,100,"Industrial","B","OpenChannel"
2.44,10.86,23.3,42.4,50,"Commercial","C","GratedInlet"
84.1,7.93,132.4,28.6,25,"Roads","A","Manhole"
110.13,6.58,117.3,31.7,10,"Residential","B","CurbInlet"
51.11,4.95,22.1,54.2,10,"Institutional","C","CurbInlet"
19.19,8.02,8.7,55.7,50,"Residential","B","CurbInlet"
51.23,3.95,58.7,38.2,50,"Green","B","CurbInlet"
9.24,7.59,21.3,79.8,50,"Green","C","Manhole"
13.04,3.05,311.2,47.4,25,"Water","D","GratedInlet"
7.53,7.5,7.5,20.9,5,"Mixed","A","CurbInlet"
-3,4.35,44.3,32.9,2,"Industrial","","GratedInlet"
7.71,6.32,47.9,41.1,2,"Residential","A","GratedInlet"
84.84,5.85,101.8,17,2,"Roads","C","GratedInlet"
19.63,6.54,0.6,20.3,50,"Green","A","OpenChannel"
15.82,5.28,83.7,65.3,5,"Industrial","A","GratedInlet"
78.09,7.43,131.7,58.7,10,"Residential","C","Manhole"
6.97,2.36,176.2,69.6,25,"Green","B","CurbInlet"
2.98,3.3,267,27.8,10,"Institutional","C","Manhole"
46.7,5.53,127.1,53.2,5,"Residential","D","Manhole"
-3,2.07,308.9,25.9,5,"Green","","GratedInlet"
11.45,6.04,4,30.1,5,"Residential","D","Manhole"
51.89,2.16,204,77.9,5,"Residential","B","GratedInlet"
10.48,9.96,10.9,16.7,25,"Commercial","","Manhole"
151.43,6.13,79.5,37.7,10,"Roads","C","CurbInlet"
12.73,7.24,3.9,20.7,5,"Commercial","","Manhole"
43.21,2.53,528.1,34.1,2,"Green","B","None"
15.51,7.18,30.2,13.5,2,"Roads","C","CurbInlet"
8.29,5.64,49.8,40.1,2,"Industrial","A","Manhole"
48.85,4.28,53.3,27.8,2,"Industrial","A","GratedInlet"
10.75,4.2,88.8,150,25,"Commercial","D","CurbInlet"
115.03,5.94,38.1,35.3,50,"Roads","C","Manhole"
-3,5.92,342.5,90.5,10,"Green","B","CurbInlet"
21.76,3.36,17.4,41.1,50,"Roads","D","OpenChannel"
-3,5.8,233.5,8.3,50,"Commercial","D","OpenChannel"
62.88,10.9,312.1,29,5,"Industrial","","None"
0.69,4.79,293.8,55.2,10,"Green","A","OpenChannel"
12.63,4.56,122.3,105.8,25,"Green","B","Manhole"
7.8,1.83,160.9,55.2,5,"Green","A","GratedInlet"
115.15,5.9,82.1,36.2,2,"Industrial","D","None"
-3,7.79,614.2,45.7,5,"Roads","A","None"
7.64,4.09,105.1,28.2,10,"Commercial","A","Manhole"
37.76,4.29,6.1,24.3,10,"Industrial","C","GratedInlet"
