"city_name","admin_ward","latitude","longitude","cluster","risk_level"
"Bengaluru, India","Sector 30",12.95821,77.647817,3,"Medio"
"New York, USA","Borough North",40.71672,-73.861444,2,"Bajo"
"Singapore, Singapore","Borough West",1.483285,103.900062,2,"Bajo"
"Manila, Philippines","Borough Hillside",14.566038,120.852999,2,"Bajo"
"Paris, France","District 15",48.836778,2.310792,3,"Medio"
"Paris, France","Zone V",48.922826,2.352367,2,"Bajo"
"Rio de Janeiro, Brazil","Borough Riverside",-22.950281,-43.215423,2,"Bajo"
"Karachi, Pakistan","Zone VII",24.790519,67.083915,3,"Medio"
"Seoul, South Korea","District 16",37.646547,127.056846,2,"Bajo"
"Barcelona, Spain","Sector 1",41.354655,2.116044,2,"Bajo"
"Seoul, South Korea","Sector 7",37.451059,127.095087,2,"Bajo"
"Paris, France","Zone IX",48.785642,2.295906,2,"Bajo"
"Pune, India","District 21",18.557733,73.835559,3,"Medio"
"Hanoi, Vietnam","District 15",21.155727,105.927384,2,"Bajo"
"Hong Kong, China","Zone VIII",22.385708,114.091498,3,"Medio"
"Karachi, Pakistan","Sector 25",24.743924,67.064448,1,"Alto"
"Athens, Greece","Borough Riverside",37.928723,23.771009,3,"Medio"
"Dubai, UAE","District 19",25.165849,55.274383,2,"Bajo"
"Ahmedabad, India","Sector 8",23.033187,72.516645,3,"Medio"
"London, UK","District 4",51.606119,-0.199949,2,"Bajo"
"Rotterdam, Netherlands","Ward F",51.918612,4.556792,2,"Bajo"
"Shenzhen, China","Zone I",22.412241,114.007163,1,"Alto"
"Rotterdam, Netherlands","Ward B",51.806263,4.414151,3,"Medio"
"Amsterdam, Netherlands","District 18",52.298764,4.857421,2,"Bajo"
"Lagos, Nigeria","Ward F",6.474107,3.442357,2,"Bajo"
"Seoul, South Korea","Borough South",37.492462,126.990787,1,"Alto"
"London, UK","Zone X",51.497118,-0.041803,2,"Bajo"
"Athens, Greece","District 27",37.892256,23.797698,2,"Bajo"
"Dubai, UAE","Borough Hillside",25.244772,55.186025,2,"Bajo"
"Durban, South Africa","Borough South",-29.923792,30.997219,2,"Bajo"
"Tokyo, Japan","Ward C",35.57812,139.625853,1,"Alto"
"Vancouver, Canada","Borough West",49.238915,-123.121716,2,"Bajo"
"Ahmedabad, India","Zone X",23.03801,72.5872,3,"Medio"
"Rio de Janeiro, Brazil","Ward C",-22.858851,-43.25054,2,"Bajo"
"Montreal, Canada","Ward K",45.500057,-73.586596,2,"Bajo"
"Seoul, South Korea","District 2",37.567798,126.956861,2,"Bajo"
"Bengaluru, India","Borough Harbor",13.01005,77.555386,3,"Medio"
"Dhaka, Bangladesh","Zone III",23.888506,90.339194,3,"Medio"
"Mexico City, Mexico","Sector 2",19.483605,-99.14579,3,"Medio"
"Rio de Janeiro, Brazil","District 10",-22.856211,-43.220677,2,"Bajo"
"Houston, USA","Sector 13",29.793072,-95.403405,2,"Bajo"
"Nairobi, Kenya","Zone VII",-1.280229,36.861153,3,"Medio"
"Manila, Philippines","Zone II",14.560454,121.091822,2,"Bajo"
"Rotterdam, Netherlands","Ward E",52.076691,4.345768,3,"Medio"
"Istanbul, Türkiye","District 1",41.092732,28.96912,2,"Bajo"
"Sao Paulo, Brazil","Ward H",-23.384985,-46.642727,3,"Medio"
"Lagos, Nigeria","Borough South",6.457921,3.376924,3,"Medio"
"Istanbul, Türkiye","District 21",40.962648,28.919203,2,"Bajo"
"Athens, Greece","District 29",37.917748,23.724886,3,"Medio"
"Dubai, UAE","Zone VIII",25.105064,55.18167,1,"Alto"
"Bogotá, Colombia","Zone V",4.711807,-74.191855,2,"Bajo"
"Guangzhou, China","Sector 17",23.042909,113.261943,3,"Medio"
"Mexico City, Mexico","Sector 15",19.37845,-99.131296,3,"Medio"
"Delhi, India","District 3",28.607774,77.191759,3,"Medio"
"Durban, South Africa","Sector 21",-29.848912,31.088916,3,"Medio"
"Tokyo, Japan","Sector 22",35.584399,139.665241,2,"Bajo"
"Kuala Lumpur, Malaysia","Borough Central",3.068678,101.755229,2,"Bajo"
"Tehran, Iran","Zone III",35.646003,51.342766,2,"Bajo"
"Athens, Greece","Ward C",38.022791,23.833288,2,"Bajo"
"Vancouver, Canada","District 19",49.264808,-123.165397,3,"Medio"
"Buenos Aires, Argentina","Ward A",-34.635617,-58.310205,3,"Medio"
"Montreal, Canada","Borough East",45.577672,-73.58425,3,"Medio"
"Guangzhou, China","Ward A",23.044224,113.367838,3,"Medio"
"Riyadh, Saudi Arabia","District 17",24.688676,46.652328,3,"Medio"
"Jakarta, Indonesia","Borough East",-6.035702,106.887457,2,"Bajo"
"Guangzhou, China","Ward E",23.148759,113.251212,2,"Bajo"
"Barcelona, Spain","Zone X",41.488167,2.043373,2,"Bajo"
"Accra, Ghana","Zone VI",5.490684,-0.111516,3,"Medio"
"Rome, Italy","Zone V",41.953384,12.510633,2,"Bajo"
"Dhaka, Bangladesh","District 29",23.845128,90.456822,2,"Bajo"
"London, UK","District 10",51.47504,-0.070414,2,"Bajo"
"Copenhagen, Denmark","Zone V",55.657211,12.420329,1,"Alto"
"Sao Paulo, Brazil","District 17",-23.395314,-46.711195,3,"Medio"
"Taipei, Taiwan","Zone IX",25.106814,121.621154,1,"Alto"
"Chennai, India","Zone V",13.089149,80.228374,1,"Alto"
"Shenzhen, China","Borough South",22.513315,114.051555,1,"Alto"
"Hamburg, Germany","Sector 22",53.544649,9.959612,2,"Bajo"
"Seoul, South Korea","District 28",37.610638,127.014758,1,"Alto"
"Lagos, Nigeria","Borough Harbor",6.423863,3.415447,2,"Bajo"
"Ahmedabad, India","Zone V",22.965626,72.521913,2,"Bajo"
"Paris, France","Zone IX",48.712065,2.444819,3,"Medio"
"Hyderabad, India","Zone VIII",17.281983,78.569998,1,"Alto"
"Singapore, Singapore","Borough South",1.442608,103.708588,3,"Medio"
"Accra, Ghana","Borough Central",5.643698,-0.162166,2,"Bajo"
"Montreal, Canada","Borough South",45.509626,-73.451804,1,"Alto"
"Taipei, Taiwan","Ward G",24.94851,121.648846,1,"Alto"
"New York, USA","Zone V",40.756099,-73.83419,2,"Bajo"
"Osaka, Japan","Ward K",34.67978,135.445999,1,"Alto"
"Singapore, Singapore","Borough South",1.388615,103.866375,3,"Medio"
"Copenhagen, Denmark","District 29",55.687553,12.581923,2,"Bajo"
"Vancouver, Canada","Sector 6",49.294209,-123.157237,2,"Bajo"
"Kuala Lumpur, Malaysia","District 2",3.058789,101.853313,2,"Bajo"
"Sao Paulo, Brazil","District 6",-23.410277,-46.518911,3,"Medio"
"Riyadh, Saudi Arabia","Sector 23",24.754969,46.782258,1,"Alto"
"Auckland, New Zealand","Borough Delta",-36.817679,174.911271,3,"Medio"
"Cape Town, South Africa","District 20",-33.955761,18.378494,2,"Bajo"
"Cape Town, South Africa","Sector 23",-33.89901,18.41436,3,"Medio"
"Athens, Greece","Zone X",37.984756,23.849995,1,"Alto"
"Delhi, India","District 3",28.687597,77.102149,3,"Medio"
"Hanoi, Vietnam","Zone X",20.924179,105.800502,2,"Bajo"
"Hamburg, Germany","Sector 17",53.549264,10.040641,1,"Alto"
"Shanghai, China","District 11",31.287181,121.579084,2,"Bajo"
"Rome, Italy","Ward B",41.971147,12.527637,3,"Medio"
"Riyadh, Saudi Arabia","Ward D",24.741981,46.73045,2,"Bajo"
"Bogotá, Colombia","Borough Delta",4.726905,-74.079685,2,"Bajo"
"Manila, Philippines","District 5",14.548602,120.981146,1,"Alto"
"Bengaluru, India","Zone V",12.931142,77.554687,2,"Bajo"
"Miami, USA","Ward K",25.855535,-80.198193,2,"Bajo"
"Jakarta, Indonesia","Sector 20",-6.218166,106.903756,2,"Bajo"
"Doha, Qatar","Borough Riverside",25.343754,51.505414,2,"Bajo"
"Manila, Philippines","Borough Hillside",14.605876,120.985401,2,"Bajo"
"Athens, Greece","Borough North",37.899109,23.759983,2,"Bajo"
"Shenzhen, China","District 25",22.588793,114.086297,2,"Bajo"
"Hanoi, Vietnam","Zone VII",20.991727,105.941163,1,"Alto"
"Riyadh, Saudi Arabia","District 16",24.767984,46.623534,3,"Medio"
"Lima, Peru","District 14",-11.971033,-76.982092,1,"Alto"
"Buenos Aires, Argentina","Ward D",-34.665907,-58.456668,2,"Bajo"
"Houston, USA","Borough North",29.715167,-95.319324,3,"Medio"
"Guangzhou, China","District 15",23.103793,113.319953,3,"Medio"
"Bogotá, Colombia","Sector 4",4.808008,-74.054397,3,"Medio"
"Ho Chi Minh City, Vietnam","Borough Central",10.833817,106.619147,3,"Medio"
"Manila, Philippines","Ward H",14.606947,120.99373,2,"Bajo"
"Mexico City, Mexico","Borough Harbor",19.357464,-99.12844,2,"Bajo"
"Taipei, Taiwan","Zone III",24.961497,121.620848,1,"Alto"
"Cape Town, South Africa","Borough South",-33.964841,18.486111,2,"Bajo"
"Auckland, New Zealand","Borough Hillside",-36.803481,174.776147,1,"Alto"
"Tehran, Iran","Borough North",35.819623,51.394449,2,"Bajo"
"Miami, USA","Ward F",25.782317,-80.209354,2,"Bajo"
"Auckland, New Zealand","District 24",-36.785281,174.830626,3,"Medio"
"Hong Kong, China","Zone VI",22.343025,114.251022,2,"Bajo"
"Montreal, Canada","Borough Harbor",45.443847,-73.429551,2,"Bajo"
"Bengaluru, India","Ward K",13.030968,77.563192,3,"Medio"
"Buenos Aires, Argentina","District 18",-34.609054,-58.402068,1,"Alto"
"Barcelona, Spain","Sector 17",41.446164,2.15167,1,"Alto"
"Hyderabad, India","Sector 2",17.372948,78.483084,1,"Alto"
"Barcelona, Spain","District 9",41.473524,2.169929,1,"Alto"
"Sydney, Australia","Zone I",-33.778406,151.007708,3,"Medio"
"Ho Chi Minh City, Vietnam","District 18",10.805255,106.532446,2,"Bajo"
"Seoul, South Korea","Ward D",37.600999,127.048486,2,"Bajo"
"Houston, USA","Ward K",29.761917,-95.223688,3,"Medio"
"Istanbul, Türkiye","Ward K",40.925616,29.038261,2,"Bajo"
"Rome, Italy","Ward E",41.998871,12.358626,2,"Bajo"
"Seoul, South Korea","Borough Old Town",37.715654,126.944669,2,"Bajo"
"Chennai, India","Borough Riverside",13.010744,80.375494,1,"Alto"
"Singapore, Singapore","Ward G",1.32802,103.840906,2,"Bajo"
"Manila, Philippines","Ward E",14.640602,120.94778,2,"Bajo"
"Cape Town, South Africa","Sector 22",-34.022991,18.382392,2,"Bajo"
"Tehran, Iran","Ward F",35.661801,51.419294,2,"Bajo"
"Hanoi, Vietnam","Borough East",20.932164,105.834002,3,"Medio"
"Washington DC, USA","Borough Central",38.853632,-77.017289,3,"Medio"
"Barcelona, Spain","District 13",41.247366,2.282893,3,"Medio"
"New York, USA","Borough Harbor",40.737487,-73.995302,2,"Bajo"
"Bangkok, Thailand","Borough South",13.639605,100.447973,1,"Alto"
"San Francisco, USA","District 8",37.690761,-122.447183,1,"Alto"
"Vancouver, Canada","Ward H",49.398319,-123.051989,2,"Bajo"
"Lagos, Nigeria","Sector 18",6.453225,3.444304,3,"Medio"
"Karachi, Pakistan","Zone III",24.898686,66.891892,3,"Medio"
"Nairobi, Kenya","Sector 24",-1.274471,36.915126,3,"Medio"
"Guangzhou, China","Ward E",23.126431,113.213918,1,"Alto"
"Vancouver, Canada","District 14",49.246365,-123.271269,3,"Medio"
"Kolkata, India","Sector 27",22.547799,88.380892,2,"Bajo"
"Karachi, Pakistan","Borough East",24.807795,66.99834,1,"Alto"
"Accra, Ghana","Borough Old Town",5.651272,-0.128163,2,"Bajo"
"Dubai, UAE","Borough Delta",25.068373,55.285384,3,"Medio"
"Philadelphia, USA","Borough East",40.123272,-75.191678,2,"Bajo"
"Montreal, Canada","Ward K",45.416428,-73.621757,2,"Bajo"
"Mexico City, Mexico","Zone V",19.381123,-99.212596,2,"Bajo"
"Copenhagen, Denmark","Ward I",55.63322,12.561643,2,"Bajo"
"Sydney, Australia","Borough Harbor",-33.801126,151.266614,1,"Alto"
"Sydney, Australia","District 17",-33.763008,151.145601,2,"Bajo"
"Istanbul, Türkiye","Sector 19",40.857703,28.977783,2,"Bajo"
"Tehran, Iran","Ward A",35.831363,51.361433,3,"Medio"
"Nairobi, Kenya","Zone VII",-1.377434,36.843458,2,"Bajo"
"Karachi, Pakistan","Sector 25",24.787714,67.019748,2,"Bajo"
"Cape Town, South Africa","Borough Harbor",-33.923586,18.438608,2,"Bajo"
"Athens, Greece","Zone I",38.01255,23.536377,2,"Bajo"
"New Orleans, USA","Borough Central",29.909035,-90.095794,2,"Bajo"
"Paris, France","Sector 18",48.883937,2.383855,2,"Bajo"
"Delhi, India","District 17",28.559749,77.126573,2,"Bajo"
"Buenos Aires, Argentina","District 30",-34.56333,-58.394846,3,"Medio"
"Guangzhou, China","Ward D",23.064156,113.259637,2,"Bajo"
"Barcelona, Spain","Zone III",41.313,2.150599,2,"Bajo"
"Delhi, India","Sector 1",28.655384,77.207959,3,"Medio"
"Pune, India","Zone IV",18.441407,73.916035,3,"Medio"
"Accra, Ghana","Zone II",5.598972,-0.173373,3,"Medio"
"Copenhagen, Denmark","Zone IX",55.821219,12.667444,3,"Medio"
"Shenzhen, China","Sector 23",22.427389,114.1101,2,"Bajo"
"Lagos, Nigeria","Borough North",6.530892,3.344391,3,"Medio"
"Rotterdam, Netherlands","Sector 29",51.965733,4.51216,1,"Alto"
"Rio de Janeiro, Brazil","Zone VI",-22.839366,-43.159471,2,"Bajo"
"Istanbul, Türkiye","Ward H",41.021233,28.955362,1,"Alto"
"Houston, USA","District 8",29.704903,-95.424514,1,"Alto"
"Seoul, South Korea","Zone VIII",37.538009,126.958233,2,"Bajo"
"Chennai, India","Borough South",12.962468,80.220942,2,"Bajo"
"Shanghai, China","Zone VIII",31.211958,121.480151,3,"Medio"
"Hanoi, Vietnam","Ward A",21.065491,105.869351,1,"Alto"
"Kolkata, India","District 24",22.636815,88.480345,1,"Alto"
"Ahmedabad, India","Sector 28",23.152251,72.620499,2,"Bajo"
"Rome, Italy","Zone X",41.910042,12.453541,2,"Bajo"
"San Francisco, USA","Borough Riverside",37.864756,-122.406965,2,"Bajo"
"Vancouver, Canada","Borough Old Town",49.258451,-123.17403,2,"Bajo"
"Accra, Ghana","Sector 21",5.414722,-0.088166,2,"Bajo"
"Mumbai, India","Ward J",19.075088,72.852303,3,"Medio"
"Sydney, Australia","District 13",-33.757865,151.279085,2,"Bajo"
"Karachi, Pakistan","District 22",24.856188,66.998696,2,"Bajo"
"Delhi, India","Borough North",28.621814,77.108786,2,"Bajo"
"San Francisco, USA","Zone VI",37.769701,-122.51693,2,"Bajo"
"Mumbai, India","Zone VI",19.019091,72.878652,2,"Bajo"
"Montreal, Canada","Ward C",45.578477,-73.490355,2,"Bajo"
"Paris, France","Sector 21",48.940415,2.417538,2,"Bajo"
"Hanoi, Vietnam","District 30",20.966861,105.805459,3,"Medio"
"Montreal, Canada","Ward K",45.520842,-73.556784,2,"Bajo"
"Colombo, Sri Lanka","Borough East",6.844215,79.966316,2,"Bajo"
"Shenzhen, China","Ward G",22.427106,113.984216,2,"Bajo"
"Rome, Italy","Zone V",42.016936,12.43799,2,"Bajo"
"Hyderabad, India","Ward I",17.33485,78.475457,2,"Bajo"
"Brisbane, Australia","Sector 24",-27.421422,153.010535,3,"Medio"
"Hyderabad, India","Sector 23",17.298054,78.47148,1,"Alto"
"San Francisco, USA","Zone IX",37.770827,-122.510646,3,"Medio"
"Buenos Aires, Argentina","Ward A",-34.649843,-58.43978,2,"Bajo"
"Pune, India","Ward K",18.524937,73.814449,2,"Bajo"
"Miami, USA","Zone VIII",25.690416,-80.186522,3,"Medio"
"Athens, Greece","Sector 19",38.033513,23.826746,3,"Medio"
"Hamburg, Germany","District 14",53.4559,9.780049,2,"Bajo"
"Amsterdam, Netherlands","Borough Old Town",52.393364,4.860393,3,"Medio"
"Karachi, Pakistan","Ward F",24.805227,66.891722,2,"Bajo"
"Brisbane, Australia","Zone IV",-27.53867,152.895221,3,"Medio"
"Singapore, Singapore","District 3",1.424151,103.837049,2,"Bajo"
"Brisbane, Australia","Borough Delta",-27.398341,152.964019,2,"Bajo"
"Shanghai, China","District 26",31.257964,121.445585,1,"Alto"
"Ho Chi Minh City, Vietnam","Ward A",10.908047,106.696275,2,"Bajo"
"Kolkata, India","Ward A",22.606191,88.426115,3,"Medio"
"Nairobi, Kenya","Sector 25",-1.345391,36.911639,2,"Bajo"
"Copenhagen, Denmark","Borough Old Town",55.575553,12.58227,3,"Medio"
"Rotterdam, Netherlands","District 25",51.813262,4.530548,2,"Bajo"
"Hyderabad, India","Sector 27",17.534133,78.452728,2,"Bajo"
"Hyderabad, India","Zone X",17.260506,78.491001,3,"Medio"
"Brisbane, Australia","Borough East",-27.351046,153.056745,3,"Medio"
"Osaka, Japan","Ward B",34.739115,135.457097,3,"Medio"
"San Francisco, USA","Zone IV",37.815956,-122.488656,2,"Bajo"
"Vancouver, Canada","Borough Harbor",49.258525,-123.04016,1,"Alto"
"Singapore, Singapore","Sector 20",1.332586,103.980494,2,"Bajo"
"Tehran, Iran","District 16",35.680479,51.264527,1,"Alto"
"Manila, Philippines","Borough East",14.616066,121.007999,2,"Bajo"
"Copenhagen, Denmark","Sector 2",55.627448,12.49886,1,"Alto"
"Buenos Aires, Argentina","Zone X",-34.588974,-58.302313,1,"Alto"
"Houston, USA","Sector 9",29.859559,-95.307096,3,"Medio"
"Manila, Philippines","Ward J",14.612137,120.992023,2,"Bajo"
"Philadelphia, USA","District 6",39.880627,-75.167382,3,"Medio"
"Ho Chi Minh City, Vietnam","District 16",10.779423,106.610244,2,"Bajo"
"Athens, Greece","Sector 4",38.130941,23.768172,3,"Medio"
"Manila, Philippines","Borough Riverside",14.595448,120.898268,1,"Alto"
"Houston, USA","District 12",29.826891,-95.302413,1,"Alto"
"Delhi, India","District 1",28.832793,77.225627,2,"Bajo"
"Amsterdam, Netherlands","Sector 1",52.267951,4.934529,2,"Bajo"
"Accra, Ghana","Ward K",5.51432,-0.273402,3,"Medio"
"Rio de Janeiro, Brazil","Zone III",-22.842444,-43.135264,2,"Bajo"
"Rotterdam, Netherlands","Borough Hillside",51.922868,4.464238,2,"Bajo"
"Mexico City, Mexico","Ward A",19.52886,-99.223483,1,"Alto"
"Amsterdam, Netherlands","Borough Hillside",52.401169,4.898555,2,"Bajo"
"Lima, Peru","District 25",-12.170019,-77.078821,2,"Bajo"
"Tokyo, Japan","Ward J",35.756445,139.562503,3,"Medio"
"Buenos Aires, Argentina","Sector 8",-34.648581,-58.368667,3,"Medio"
"New Orleans, USA","Zone VI",30.038725,-90.080276,3,"Medio"
"Shenzhen, China","Borough East",22.490704,113.964178,2,"Bajo"
"Vancouver, Canada","Zone IX",49.173845,-123.112801,1,"Alto"
"Lagos, Nigeria","Borough West",6.620824,3.400229,2,"Bajo"
"Kolkata, India","Ward B",22.569592,88.332511,3,"Medio"
"Paris, France","Sector 1",48.917427,2.332029,1,"Alto"
"New Orleans, USA","Sector 26",29.896449,-90.179243,3,"Medio"
"Washington DC, USA","Sector 19",38.913162,-77.099411,1,"Alto"
"Lima, Peru","Zone II",-11.93475,-76.991743,2,"Bajo"
"Hyderabad, India","Sector 6",17.389693,78.449162,1,"Alto"
"Mumbai, India","Zone III",19.063252,72.850282,1,"Alto"
"Cape Town, South Africa","Sector 22",-33.896849,18.499685,3,"Medio"
"Cape Town, South Africa","District 28",-33.96996,18.495431,2,"Bajo"
"Bangkok, Thailand","Sector 26",13.731776,100.509883,3,"Medio"
"Seoul, South Korea","Zone V",37.556517,127.136495,3,"Medio"
"Mexico City, Mexico","Sector 19",19.510033,-99.120559,3,"Medio"
"Delhi, India","Sector 6",28.541521,77.260555,1,"Alto"
"Washington DC, USA","Ward K",38.834521,-77.080256,3,"Medio"
"Bogotá, Colombia","District 16",4.710353,-73.994234,3,"Medio"
"Dhaka, Bangladesh","Sector 6",23.827949,90.555143,3,"Medio"
"Osaka, Japan","Sector 5",34.664879,135.588003,3,"Medio"
"Nairobi, Kenya","Borough Harbor",-1.272552,36.839748,3,"Medio"
"Auckland, New Zealand","District 5",-36.806697,174.84902,3,"Medio"
"Mexico City, Mexico","Sector 26",19.521565,-99.182136,3,"Medio"
"Taipei, Taiwan","Zone II",25.067548,121.586524,2,"Bajo"
"San Francisco, USA","District 10",37.783743,-122.39362,2,"Bajo"
"Vancouver, Canada","Zone VI",49.380721,-123.137158,2,"Bajo"
"Tokyo, Japan","Zone VII",35.71595,139.671483,2,"Bajo"
"Singapore, Singapore","District 24",1.432169,103.680954,2,"Bajo"
"Houston, USA","Borough Central",29.694318,-95.276415,2,"Bajo"
"Dhaka, Bangladesh","Sector 13",23.760779,90.489076,1,"Alto"
"Hong Kong, China","Zone VI",22.351501,114.125928,2,"Bajo"
"Dhaka, Bangladesh","Sector 14",23.750655,90.454083,3,"Medio"
"Chennai, India","Sector 23",13.331655,80.401479,3,"Medio"
"Ho Chi Minh City, Vietnam","Sector 26",10.688585,106.681598,2,"Bajo"
"Mexico City, Mexico","Borough Hillside",19.435885,-99.093449,2,"Bajo"
"Lima, Peru","District 16",-12.042956,-76.968145,3,"Medio"
"Buenos Aires, Argentina","Zone I",-34.520987,-58.382783,1,"Alto"
"Kolkata, India","Sector 4",22.533176,88.221921,2,"Bajo"
"Accra, Ghana","Ward E",5.593875,-0.204516,3,"Medio"
"Philadelphia, USA","Borough Riverside",39.906391,-75.081549,1,"Alto"
"Mexico City, Mexico","Borough Old Town",19.318091,-99.020897,1,"Alto"
"Pune, India","Sector 19",18.485636,73.834072,3,"Medio"
"Montreal, Canada","Sector 22",45.536632,-73.453494,2,"Bajo"
"Chennai, India","Ward D",13.045491,80.24032,3,"Medio"
"Vancouver, Canada","Ward I",49.2769,-123.055603,1,"Alto"
"Bengaluru, India","Ward H",12.959208,77.511303,3,"Medio"
"New York, USA","Zone IX",40.672767,-74.003531,1,"Alto"
"Montreal, Canada","Sector 16",45.526889,-73.657444,2,"Bajo"
"Miami, USA","District 27",25.811514,-80.368188,1,"Alto"
"Lima, Peru","District 11",-11.882963,-77.014557,2,"Bajo"
"Singapore, Singapore","District 16",1.334209,103.837504,2,"Bajo"
"Mumbai, India","Borough Harbor",19.155942,72.792529,2,"Bajo"
"Seoul, South Korea","Zone VIII",37.600544,126.888601,1,"Alto"
"Jakarta, Indonesia","District 24",-6.277205,106.784594,2,"Bajo"
"Hyderabad, India","District 17",17.500117,78.478042,2,"Bajo"
"Washington DC, USA","District 3",38.823015,-77.035041,1,"Alto"
"Rio de Janeiro, Brazil","District 19",-22.847881,-42.994528,3,"Medio"
"New Orleans, USA","Borough West",29.947837,-90.038943,3,"Medio"
"Mumbai, India","Borough North",19.16408,72.873119,2,"Bajo"
"Rotterdam, Netherlands","Zone VII",51.83093,4.54564,1,"Alto"
"Nairobi, Kenya","Zone X",-1.297923,36.87853,2,"Bajo"
"Montreal, Canada","Sector 14",45.47141,-73.582564,2,"Bajo"
"Pune, India","Sector 8",18.421024,73.639976,3,"Medio"
"Mexico City, Mexico","District 29",19.229836,-99.131476,2,"Bajo"
"New Orleans, USA","Zone VIII",29.971333,-90.089094,2,"Bajo"
"Auckland, New Zealand","Zone V",-36.787295,174.825867,3,"Medio"
"Philadelphia, USA","Ward J",40.014546,-75.182815,2,"Bajo"
"Brisbane, Australia","Sector 8",-27.533231,153.07808,2,"Bajo"
"London, UK","Sector 12",51.505878,-0.095656,2,"Bajo"
"Washington DC, USA","Borough West",38.86408,-77.020537,3,"Medio"
"Bengaluru, India","Borough Hillside",13.067448,77.574496,1,"Alto"
"Lagos, Nigeria","Sector 18",6.522605,3.405811,3,"Medio"
"Tehran, Iran","District 25",35.807749,51.459159,1,"Alto"
"Miami, USA","Sector 17",25.693,-80.296988,1,"Alto"
"Barcelona, Spain","Ward G",41.397694,2.217602,1,"Alto"
"Amsterdam, Netherlands","Ward G",52.282612,4.828149,2,"Bajo"
"Barcelona, Spain","Zone IX",41.393959,2.143102,3,"Medio"
"London, UK","Sector 11",51.448464,-0.212598,2,"Bajo"
"Barcelona, Spain","Borough Harbor",41.398164,2.126905,2,"Bajo"
"Lagos, Nigeria","District 18",6.514979,3.33293,2,"Bajo"
"Washington DC, USA","Sector 3",39.017167,-77.07019,3,"Medio"
"Durban, South Africa","Zone VIII",-29.946583,30.979814,1,"Alto"
"Barcelona, Spain","District 28",41.34335,2.170248,1,"Alto"
"Bengaluru, India","Borough East",12.944588,77.604846,3,"Medio"
"Vancouver, Canada","Borough East",49.148624,-123.235374,3,"Medio"
"Tokyo, Japan","District 14",35.65098,139.654258,3,"Medio"
"Rotterdam, Netherlands","Borough Hillside",51.800469,4.458381,2,"Bajo"
"San Francisco, USA","Ward E",37.816014,-122.536431,2,"Bajo"
"Houston, USA","District 14",29.847333,-95.439544,2,"Bajo"
"Istanbul, Türkiye","Zone VIII",41.119431,28.928282,1,"Alto"
"Vancouver, Canada","Borough West",49.251723,-123.260832,2,"Bajo"
"Shenzhen, China","District 14",22.679786,114.159815,2,"Bajo"
"Athens, Greece","Zone VII",38.033884,23.578047,2,"Bajo"
"Lagos, Nigeria","Sector 14",6.452143,3.451479,2,"Bajo"
"Delhi, India","District 3",28.642975,77.252889,2,"Bajo"
"Lima, Peru","Sector 1",-11.921741,-77.057409,2,"Bajo"
"Kolkata, India","Zone I",22.43023,88.480132,2,"Bajo"
"Sydney, Australia","Sector 19",-33.838687,151.308888,1,"Alto"
"Chennai, India","Ward A",13.113494,80.204258,1,"Alto"
"New Orleans, USA","Ward C",29.94437,-90.053915,1,"Alto"
"Buenos Aires, Argentina","Zone II",-34.559001,-58.336407,2,"Bajo"
"Rotterdam, Netherlands","Borough North",51.782672,4.526668,2,"Bajo"
"Copenhagen, Denmark","Sector 20",55.796699,12.555078,2,"Bajo"
"Auckland, New Zealand","Ward G",-36.879021,174.741063,3,"Medio"
"Dhaka, Bangladesh","Borough Central",23.762614,90.371019,2,"Bajo"
"Philadelphia, USA","Borough West",40.025695,-75.205585,2,"Bajo"
"Karachi, Pakistan","Zone II",24.911529,67.172185,3,"Medio"
"Amsterdam, Netherlands","Zone X",52.399425,4.908386,2,"Bajo"
"Istanbul, Türkiye","Sector 13",41.123456,28.889117,2,"Bajo"
"Seoul, South Korea","Borough Central",37.48406,126.900766,2,"Bajo"
"Lima, Peru","District 14",-12.035297,-77.092359,2,"Bajo"
"Rome, Italy","Ward K",41.884839,12.44155,2,"Bajo"
"Riyadh, Saudi Arabia","Sector 29",24.657116,46.606386,2,"Bajo"
"Brisbane, Australia","District 18",-27.398254,153.121061,2,"Bajo"
"Philadelphia, USA","Ward I",40.000949,-75.257334,1,"Alto"
"Mumbai, India","Borough Delta",19.135957,72.897326,2,"Bajo"
"Cape Town, South Africa","District 2",-33.825432,18.476241,2,"Bajo"
"Copenhagen, Denmark","Sector 4",55.722272,12.540012,2,"Bajo"
"Manila, Philippines","Sector 14",14.667464,120.930625,1,"Alto"
"Dhaka, Bangladesh","District 29",23.856682,90.461885,2,"Bajo"
"Washington DC, USA","Zone I",38.930413,-76.865026,2,"Bajo"
"Miami, USA","Sector 3",25.800385,-80.128648,3,"Medio"
"Hong Kong, China","Borough East",22.371143,114.152424,3,"Medio"
"Manila, Philippines","Zone V",14.61148,121.084784,1,"Alto"
"Cape Town, South Africa","Sector 23",-33.862239,18.510836,1,"Alto"
"Sao Paulo, Brazil","Sector 25",-23.517757,-46.665563,2,"Bajo"
"Ho Chi Minh City, Vietnam","District 22",10.844813,106.584776,1,"Alto"
"Ahmedabad, India","Borough Riverside",23.015209,72.586834,2,"Bajo"
"Seoul, South Korea","District 20",37.508342,127.021785,2,"Bajo"
"Tokyo, Japan","Zone III",35.697121,139.666878,3,"Medio"
"Rotterdam, Netherlands","Ward G",52.084604,4.493236,2,"Bajo"
